"","term","estimate","std.error","statistic","p.value","conf.low","conf.high"
"1","intercept",-0.425741213234698,1.24346815628498,-0.342382079575447,0.732435943897435,-2.8884809999658,1.94547320284277
"2","min_temp",-0.0567586713999163,0.0601074712426385,-0.944286462672769,0.346203893975121,-0.161244362979534,0.0462170210727902
"3","treeheight",0.00321557323665179,0.00151583479938892,2.12132168884635,0.0351709022425291,0.000275344607049093,0.006664582803685
