"","term","estimate","std.error","statistic","p.value","conf.lower","conf.upper"
"1","intercept",5.56975234449385,0.52145684661967,10.6811376254807,3.20268834991814e-21,4.4727534421574,6.72360601932608
"2","days_since_shaving",-0.165590527865992,0.0875833586183691,-1.89066199878823,0.0601678110737904,-0.291855961923194,-0.0236534814509346
"3","min_temp",-0.0752858368577179,0.0319945749374638,-2.35308132722096,0.0196248377928172,-0.146795028730906,-0.00392809039553044
