"","contrast","estimate","SE","df","z.ratio","p.value"
"1","(Non-pteropus) - Pteropus",-119.70217435135,24.6910798615326,Inf,-4.84799267681441,0.00000372734320641666
"2","(Non-pteropus) - Unidentified",30.1823209658176,0.469279301206618,Inf,64.3163269469,0
"3","Pteropus - Unidentified",149.884495317168,24.6889221292214,Inf,6.07092097956624,0.00000000381409159810886
